key,name,Handedness,height,weight,Mean Batting Average,Mean Home Runs,Height_Class,Weight_Class,Physical Attributes,Count
721,J.R. Richard,Right Handed,80,222,0.168,10,Taller,Heavier,Taller & Heavier,307
722,Bill Voss,Left Handed,74,160,0.227,19,Taller,Thinner,Taller & Thinner,43
723,Keith Moreland,Right Handed,72,190,0.279,121,Shorter,Heavier,Shorter & Heavier,101
724,Ramon Pena,Right Handed,70,155,0,0,Shorter,Thinner,Shorter & Thinner,229
725,Alex Johnson,Right Handed,72,205,0.288,78,Shorter,Heavier,Shorter & Heavier,101
726,Wayne Krenchicki,Left Handed,73,180,0.266,15,Taller,Thinner,Taller & Thinner,43
727,Chico Escarrega,Right Handed,71,185,0,0,Shorter,Heavier,Shorter & Heavier,101
728,Dave Rosello,Right Handed,71,160,0.236,10,Shorter,Thinner,Shorter & Thinner,229
729,Cardell Camper,Right Handed,75,208,0,0,Taller,Heavier,Taller & Heavier,307
730,Paul Schaal,Right Handed,71,165,0.244,57,Shorter,Thinner,Shorter & Thinner,229
731,Tito Landrum,Right Handed,71,175,0.249,13,Shorter,Thinner,Shorter & Thinner,229
732,Dave Edwards,Right Handed,72,170,0.237,14,Shorter,Thinner,Shorter & Thinner,229
733,Mario Guerrero,Right Handed,70,155,0.257,7,Shorter,Thinner,Shorter & Thinner,229
734,Tom Tresh,Both L & R,73,180,0.245,153,Taller,Thinner,Taller & Thinner,13
735,Mike Overy,Right Handed,74,190,0,0,Taller,Heavier,Taller & Heavier,307
736,Ron Roenicke,Both L & R,72,180,0.238,17,Shorter,Thinner,Shorter & Thinner,54
737,Doug Griffin,Right Handed,72,160,0.245,7,Shorter,Thinner,Shorter & Thinner,229
738,Steve Blass,Right Handed,72,165,0.172,1,Shorter,Thinner,Shorter & Thinner,229
739,Johnnie LeMaster,Right Handed,74,165,0.222,22,Taller,Thinner,Taller & Thinner,100
740,Craig Chamberlain,Right Handed,73,190,0,0,Taller,Heavier,Taller & Heavier,307
741,Nate Oliver,Right Handed,70,160,0.226,2,Shorter,Thinner,Shorter & Thinner,229
742,Ray Sadecki,Left Handed,71,180,0.191,5,Shorter,Thinner,Shorter & Thinner,107
743,Ken Rudolph,Right Handed,73,180,0.213,6,Taller,Thinner,Taller & Thinner,100
744,Wayne Nordhagen,Right Handed,74,205,0.282,39,Taller,Heavier,Taller & Heavier,307
745,Biff Pocoroba,Both L & R,70,175,0.257,21,Shorter,Thinner,Shorter & Thinner,54
746,Len Matuszek,Left Handed,74,190,0.234,30,Taller,Heavier,Taller & Heavier,119
747,Frank Eufemia,Right Handed,71,185,0,0,Shorter,Heavier,Shorter & Heavier,101
748,Joe Lefebvre,Left Handed,70,170,0.258,31,Shorter,Thinner,Shorter & Thinner,107
749,Jim Maloney,Left Handed,74,190,0.201,7,Taller,Heavier,Taller & Heavier,119
750,Andre Robertson,Right Handed,70,155,0.251,5,Shorter,Thinner,Shorter & Thinner,229
751,Jerry Zimmerman,Right Handed,74,185,0.204,3,Taller,Heavier,Taller & Heavier,307
752,Jack Lazorko,Right Handed,71,200,0,0,Shorter,Heavier,Shorter & Heavier,101
753,Mike Paxton,Right Handed,71,190,0,0,Shorter,Heavier,Shorter & Heavier,101
754,Chet Lemon,Right Handed,72,190,0.273,215,Shorter,Heavier,Shorter & Heavier,101
755,Rickey Keeton,Right Handed,74,190,0,0,Taller,Heavier,Taller & Heavier,307
756,Phil Mankowski,Left Handed,72,180,0.264,8,Shorter,Thinner,Shorter & Thinner,107
757,Cleon Jones,Right Handed,72,185,0.281,93,Shorter,Heavier,Shorter & Heavier,101
758,Joaquin Andujar,Both L & R,72,170,0.127,5,Shorter,Thinner,Shorter & Thinner,54
759,Mike Lum,Left Handed,72,180,0.247,90,Shorter,Thinner,Shorter & Thinner,107
760,Johnny Grubb,Left Handed,75,175,0.278,99,Taller,Thinner,Taller & Thinner,43
761,Curt Motton,Right Handed,68,164,0.213,25,Shorter,Thinner,Shorter & Thinner,229
762,Johnny Bench,Right Handed,73,197,0.267,389,Taller,Heavier,Taller & Heavier,307
763,Dale Berra,Right Handed,72,180,0.236,49,Shorter,Thinner,Shorter & Thinner,229
764,Terry Felton,Right Handed,73,180,0,0,Taller,Thinner,Taller & Thinner,100
765,Bob Meacham,Both L & R,73,175,0.236,8,Taller,Thinner,Taller & Thinner,13
766,Mark Clear,Right Handed,76,200,0,0,Taller,Heavier,Taller & Heavier,307
767,Carl Warwick,Right Handed,70,170,0.248,31,Shorter,Thinner,Shorter & Thinner,229
768,Sam Bowens,Right Handed,73,188,0.223,45,Taller,Heavier,Taller & Heavier,307
769,George Wright,Both L & R,71,180,0.245,42,Shorter,Thinner,Shorter & Thinner,54
770,Luis Aguayo,Right Handed,69,173,0.236,37,Shorter,Thinner,Shorter & Thinner,229
771,Hal Lanier,Right Handed,74,180,0.228,8,Taller,Thinner,Taller & Thinner,100
772,Mike Pazik,Left Handed,74,195,0,0,Taller,Heavier,Taller & Heavier,119
773,Len Randle,Both L & R,70,169,0.257,27,Shorter,Thinner,Shorter & Thinner,54
774,Greg Pryor,Right Handed,72,180,0.25,14,Shorter,Thinner,Shorter & Thinner,229
775,Jim Traber,Left Handed,72,194,0.227,27,Shorter,Heavier,Shorter & Heavier,47
776,Dave Nelson,Right Handed,70,160,0.244,20,Shorter,Thinner,Shorter & Thinner,229
777,Lynn Jones,Right Handed,69,175,0.252,7,Shorter,Thinner,Shorter & Thinner,229
778,Bryan Little,Both L & R,70,160,0.245,3,Shorter,Thinner,Shorter & Thinner,54
779,Ken Suarez,Right Handed,69,175,0.227,5,Shorter,Thinner,Shorter & Thinner,229
780,Rick Peters,Both L & R,69,170,0.277,2,Shorter,Thinner,Shorter & Thinner,54
781,Ron Stone,Left Handed,74,185,0.241,6,Taller,Heavier,Taller & Heavier,119
782,Rich Barnes,Right Handed,76,186,0,0,Taller,Heavier,Taller & Heavier,307
783,Tommie Agee,Right Handed,71,195,0.255,130,Shorter,Heavier,Shorter & Heavier,101
784,Bob Bailey,Right Handed,73,180,0.257,189,Taller,Thinner,Taller & Thinner,100
785,Cap Peterson,Right Handed,74,195,0.23,19,Taller,Heavier,Taller & Heavier,307
786,Ted Uhlaender,Left Handed,74,190,0.263,36,Taller,Heavier,Taller & Heavier,119
787,Ted Simmons,Both L & R,71,193,0.285,248,Shorter,Heavier,Shorter & Heavier,10
788,Bobby Murcer,Left Handed,71,160,0.277,252,Shorter,Thinner,Shorter & Thinner,107
789,Dick Tracewski,Right Handed,71,160,0.213,8,Shorter,Thinner,Shorter & Thinner,229
790,Dave Frost,Right Handed,78,235,0,0,Taller,Heavier,Taller & Heavier,307
791,Mark Souza,Left Handed,72,180,0,0,Shorter,Thinner,Shorter & Thinner,107
792,Bill Nahorodny,Right Handed,74,200,0.241,25,Taller,Heavier,Taller & Heavier,307
793,Bill Madlock,Right Handed,71,180,0.305,163,Shorter,Thinner,Shorter & Thinner,229
794,Bob Boone,Right Handed,74,195,0.254,105,Taller,Heavier,Taller & Heavier,307
795,Rick Jones,Left Handed,77,190,0,0,Taller,Heavier,Taller & Heavier,119
796,Steve Kemp,Left Handed,72,195,0.278,130,Shorter,Heavier,Shorter & Heavier,47
797,Rick Burleson,Right Handed,70,165,0.273,50,Shorter,Thinner,Shorter & Thinner,229
798,Jim Dorsey,Right Handed,79,190,0,0,Taller,Heavier,Taller & Heavier,307
799,Mark Ciardi,Right Handed,72,180,0,0,Shorter,Thinner,Shorter & Thinner,229
800,Dennis Burtt,Right Handed,72,180,0,0,Shorter,Thinner,Shorter & Thinner,229
801,Carl Taylor,Right Handed,74,200,0.266,10,Taller,Heavier,Taller & Heavier,307
802,Terry Harmon,Right Handed,74,180,0.233,4,Taller,Thinner,Taller & Thinner,100
803,Mike Hargrove,Left Handed,72,195,0.29,80,Shorter,Heavier,Shorter & Heavier,47
804,Rich Yett,Right Handed,74,187,0,0,Taller,Heavier,Taller & Heavier,307
805,Steve Hovley,Left Handed,70,188,0.258,8,Shorter,Heavier,Shorter & Heavier,47
806,Don Leppert,Right Handed,74,220,0.229,15,Taller,Heavier,Taller & Heavier,307
807,Matt Williams,Right Handed,73,200,0,0,Taller,Heavier,Taller & Heavier,307
808,Jim Burton,Right Handed,75,195,0,0,Taller,Heavier,Taller & Heavier,307
809,Rick Anderson,Right Handed,74,210,0,0,Taller,Heavier,Taller & Heavier,307
810,Charlie Mitchell,Right Handed,75,170,0,0,Taller,Thinner,Taller & Thinner,100
811,Bill Paschall,Right Handed,72,175,0,0,Shorter,Thinner,Shorter & Thinner,229
812,John Bohnet,Both L & R,72,175,0,0,Shorter,Thinner,Shorter & Thinner,54
813,Byron McLaughlin,Right Handed,73,175,0,0,Taller,Thinner,Taller & Thinner,100
814,Lee May,Right Handed,75,195,0.267,354,Taller,Heavier,Taller & Heavier,307
815,Luis Quintana,Left Handed,74,175,0,0,Taller,Thinner,Taller & Thinner,43
816,Sam McDowell,Left Handed,77,190,0.154,2,Taller,Heavier,Taller & Heavier,119
817,Rick Renick,Right Handed,72,188,0.221,20,Shorter,Heavier,Shorter & Heavier,101
818,Jeff Torborg,Right Handed,72,195,0.214,8,Shorter,Heavier,Shorter & Heavier,101
819,Dave Campbell,Right Handed,73,180,0.213,20,Taller,Thinner,Taller & Thinner,100
820,Pat Kelly,Left Handed,73,185,0.264,76,Taller,Heavier,Taller & Heavier,119
821,Al Weis,Both L & R,72,160,0.219,7,Shorter,Thinner,Shorter & Thinner,54
822,Jerry Turner,Left Handed,69,180,0.257,45,Shorter,Thinner,Shorter & Thinner,107
823,Rick Auerbach,Right Handed,72,165,0.22,9,Shorter,Thinner,Shorter & Thinner,229
824,Keith Macwhorter,Right Handed,76,190,0,0,Taller,Heavier,Taller & Heavier,307
825,Don Wilson,Right Handed,74,195,0.146,1,Taller,Heavier,Taller & Heavier,307
826,Jaime Cocanower,Right Handed,76,200,0,0,Taller,Heavier,Taller & Heavier,307
827,Jeff Sellers,Right Handed,73,175,0,0,Taller,Thinner,Taller & Thinner,100
828,Sandy Valdespino,Left Handed,68,170,0.23,7,Shorter,Thinner,Shorter & Thinner,107
829,Steve Senteney,Right Handed,74,205,0,0,Taller,Heavier,Taller & Heavier,307
830,Howard Bailey,Right Handed,72,195,0,0,Shorter,Heavier,Shorter & Heavier,101
831,Jeff Bettendorf,Right Handed,75,180,0,0,Taller,Thinner,Taller & Thinner,100
832,Ken Phelps,Left Handed,73,209,0.239,123,Taller,Heavier,Taller & Heavier,119
833,Cesar Cedeno,Right Handed,74,175,0.285,199,Taller,Thinner,Taller & Thinner,100
834,Bob Davidson,Right Handed,72,185,0,0,Shorter,Heavier,Shorter & Heavier,101
835,Phil Linz,Right Handed,73,180,0.235,11,Taller,Thinner,Taller & Thinner,100
836,Manny Mota,Right Handed,70,160,0.304,31,Shorter,Thinner,Shorter & Thinner,229
837,Brian Snyder,Left Handed,75,185,0,0,Taller,Heavier,Taller & Heavier,119
838,Steve Renko,Right Handed,77,230,0.215,6,Taller,Heavier,Taller & Heavier,307
839,Rick Sofield,Left Handed,73,195,0.243,9,Taller,Heavier,Taller & Heavier,119
840,Carlos Velazquez,Right Handed,71,180,0,0,Shorter,Thinner,Shorter & Thinner,229
841,Roger Miller,Right Handed,75,200,0,0,Taller,Heavier,Taller & Heavier,307
842,Doug DeCinces,Right Handed,74,190,0.259,237,Taller,Heavier,Taller & Heavier,307
843,John Castino,Right Handed,71,175,0.278,41,Shorter,Thinner,Shorter & Thinner,229
844,Dave May,Left Handed,70,186,0.251,96,Shorter,Heavier,Shorter & Heavier,47
845,Ron Washington,Right Handed,71,155,0.261,20,Shorter,Thinner,Shorter & Thinner,229
846,Billy Grabarkewitz,Right Handed,70,165,0.236,28,Shorter,Thinner,Shorter & Thinner,229
847,Willie Aikens,Left Handed,75,220,0.271,110,Taller,Heavier,Taller & Heavier,119
848,Earl Williams,Right Handed,75,215,0.247,138,Taller,Heavier,Taller & Heavier,307
849,Willie Mueller,Right Handed,76,220,0,0,Taller,Heavier,Taller & Heavier,307
850,John Flinn,Right Handed,72,175,0,0,Shorter,Thinner,Shorter & Thinner,229
851,Don Hahn,Right Handed,73,180,0.236,7,Taller,Thinner,Taller & Thinner,100
852,Todd Cruz,Right Handed,72,175,0.22,34,Shorter,Thinner,Shorter & Thinner,229
853,Tom Egan,Right Handed,76,218,0.2,22,Taller,Heavier,Taller & Heavier,307
854,Bob Heise,Right Handed,72,175,0.247,1,Shorter,Thinner,Shorter & Thinner,229
855,Tommy Harper,Right Handed,69,165,0.257,146,Shorter,Thinner,Shorter & Thinner,229
856,Joe Wallis,Both L & R,71,180,0.244,16,Shorter,Thinner,Shorter & Thinner,54
857,Max Alvis,Right Handed,71,185,0.247,111,Shorter,Heavier,Shorter & Heavier,101
858,Rico Carty,Right Handed,75,200,0.299,204,Taller,Heavier,Taller & Heavier,307
859,Mike Cubbage,Left Handed,72,180,0.258,34,Shorter,Thinner,Shorter & Thinner,107
860,Les Straker,Right Handed,73,193,0,0,Taller,Heavier,Taller & Heavier,307
861,Merritt Ranew,Left Handed,71,170,0.247,8,Shorter,Thinner,Shorter & Thinner,107
862,Lyman Bostock,Left Handed,73,180,0.311,23,Taller,Thinner,Taller & Thinner,43
863,Damaso Garcia,Right Handed,73,165,0.283,36,Taller,Thinner,Taller & Thinner,100
864,Don Kainer,Right Handed,75,205,0,0,Taller,Heavier,Taller & Heavier,307
865,Don Gordon,Right Handed,73,175,0,0,Taller,Thinner,Taller & Thinner,100
866,Roy Howell,Left Handed,73,190,0.261,80,Taller,Heavier,Taller & Heavier,119
867,Boog Powell,Left Handed,76,230,0.266,339,Taller,Heavier,Taller & Heavier,119
868,Sandy Wihtol,Right Handed,73,195,0,0,Taller,Heavier,Taller & Heavier,307
869,Sonny Siebert,Right Handed,75,190,0.173,12,Taller,Heavier,Taller & Heavier,307
870,Jeff Richardson,Right Handed,75,185,0,0,Taller,Heavier,Taller & Heavier,307
871,Bobby Darwin,Right Handed,74,190,0.251,83,Taller,Heavier,Taller & Heavier,307
872,Dennis DeBarr,Left Handed,74,190,0,0,Taller,Heavier,Taller & Heavier,119
873,Dan Driessen,Left Handed,71,187,0.267,153,Shorter,Heavier,Shorter & Heavier,47
874,Bruce Miller,Right Handed,73,185,0.246,1,Taller,Heavier,Taller & Heavier,307
875,Bob Bailor,Right Handed,71,170,0.264,9,Shorter,Thinner,Shorter & Thinner,229
876,Tommy Helms,Right Handed,70,165,0.269,34,Shorter,Thinner,Shorter & Thinner,229
877,Tony Armas,Right Handed,71,182,0.252,251,Shorter,Thinner,Shorter & Thinner,229
878,Willie Horton,Right Handed,71,209,0.273,325,Shorter,Heavier,Shorter & Heavier,101
879,Lou Piniella,Right Handed,72,182,0.291,102,Shorter,Thinner,Shorter & Thinner,229
880,Butch Hobson,Right Handed,73,193,0.248,98,Taller,Heavier,Taller & Heavier,307
881,John Wathan,Right Handed,74,205,0.262,21,Taller,Heavier,Taller & Heavier,307
882,Hal King,Left Handed,73,200,0.214,24,Taller,Heavier,Taller & Heavier,119
883,Mike Krukow,Right Handed,77,205,0.193,5,Taller,Heavier,Taller & Heavier,307
884,Andres Mora,Right Handed,72,180,0.223,27,Shorter,Thinner,Shorter & Thinner,229
885,Barry Foote,Right Handed,75,205,0.23,57,Taller,Heavier,Taller & Heavier,307
886,Ed Ott,Left Handed,70,190,0.259,33,Shorter,Heavier,Shorter & Heavier,47
887,Alan Wiggins,Both L & R,74,160,0.259,5,Taller,Thinner,Taller & Thinner,13
888,Ron Clark,Right Handed,70,175,0.189,5,Shorter,Thinner,Shorter & Thinner,229
889,Jay Pettibone,Right Handed,76,182,0,0,Taller,Thinner,Taller & Thinner,100
890,Glen Cook,Right Handed,71,180,0,0,Shorter,Thinner,Shorter & Thinner,229
891,Julio Gotay,Right Handed,72,180,0.26,6,Shorter,Thinner,Shorter & Thinner,229
892,Gary Alexander,Right Handed,74,195,0.23,55,Taller,Heavier,Taller & Heavier,307
893,Andre Thornton,Right Handed,75,200,0.254,253,Taller,Heavier,Taller & Heavier,307
894,Bob Oliver,Right Handed,75,205,0.256,94,Taller,Heavier,Taller & Heavier,307
895,Bill Castro,Right Handed,71,170,0,0,Shorter,Thinner,Shorter & Thinner,229
896,Ed Hodge,Left Handed,74,192,0,0,Taller,Heavier,Taller & Heavier,119
897,Tom Buskey,Right Handed,75,200,0,0,Taller,Heavier,Taller & Heavier,307
898,Bruce Taylor,Right Handed,72,178,0,0,Shorter,Thinner,Shorter & Thinner,229
899,Stan Thomas,Right Handed,74,185,0,0,Taller,Heavier,Taller & Heavier,307
900,Bob Robertson,Right Handed,73,195,0.242,115,Taller,Heavier,Taller & Heavier,307
901,Larry Monroe,Right Handed,76,200,0,0,Taller,Heavier,Taller & Heavier,307
902,Roger Slagle,Right Handed,75,190,0,0,Taller,Heavier,Taller & Heavier,307
903,Ollie Brown,Right Handed,74,178,0.265,102,Taller,Thinner,Taller & Thinner,100
904,Jim Campbell,Left Handed,71,175,0,0,Shorter,Thinner,Shorter & Thinner,107
905,Frank Quilici,Right Handed,73,170,0.214,5,Taller,Thinner,Taller & Thinner,100
906,Curt Kaufman,Right Handed,74,175,0,0,Taller,Thinner,Taller & Thinner,100
907,Joe Pepitone,Left Handed,74,185,0.258,219,Taller,Heavier,Taller & Heavier,119
908,Steve Barber,Left Handed,72,195,0.115,5,Shorter,Heavier,Shorter & Heavier,47
909,De Wayne Vaughn,Right Handed,71,180,0,0,Shorter,Thinner,Shorter & Thinner,229
910,Norm Miller,Left Handed,70,185,0.238,24,Shorter,Heavier,Shorter & Heavier,47
911,Bob Galasso,Left Handed,73,205,0,0,Taller,Heavier,Taller & Heavier,119
912,Rich Wortham,Right Handed,72,185,0,0,Shorter,Heavier,Shorter & Heavier,101
913,Bob Chance,Left Handed,74,196,0.261,24,Taller,Heavier,Taller & Heavier,119
914,Julio Cruz,Both L & R,69,165,0.237,23,Shorter,Thinner,Shorter & Thinner,54
915,Bill Sample,Right Handed,69,175,0.272,46,Shorter,Thinner,Shorter & Thinner,229
916,Juan Nieves,Left Handed,75,175,0,0,Taller,Thinner,Taller & Thinner,43
917,Mike Bacsik,Right Handed,74,180,0,0,Taller,Thinner,Taller & Thinner,100
918,Craig Kusick,Right Handed,75,210,0.235,46,Taller,Heavier,Taller & Heavier,307
919,Rudy Meoli,Left Handed,69,165,0.212,2,Shorter,Thinner,Shorter & Thinner,107
920,Ruppert Jones,Left Handed,70,170,0.25,147,Shorter,Thinner,Shorter & Thinner,107
921,Glenn Hoffman,Right Handed,73,175,0.242,23,Taller,Thinner,Taller & Thinner,100
922,Russ Gibson,Right Handed,73,195,0.228,8,Taller,Heavier,Taller & Heavier,307
923,Phil Huffman,Right Handed,74,180,0,0,Taller,Thinner,Taller & Thinner,100
924,Terry Francona,Left Handed,73,190,0.274,16,Taller,Heavier,Taller & Heavier,119
925,John Bateman,Right Handed,75,210,0.23,81,Taller,Heavier,Taller & Heavier,307
926,Luis Pujols,Right Handed,74,175,0.193,6,Taller,Thinner,Taller & Thinner,100
927,Joe Gaines,Right Handed,73,190,0.241,21,Taller,Heavier,Taller & Heavier,307
928,Doug Rader,Right Handed,74,208,0.251,155,Taller,Heavier,Taller & Heavier,307
929,Mickey Stanley,Right Handed,73,185,0.248,117,Taller,Heavier,Taller & Heavier,307
930,Steve Brown,Right Handed,77,200,0,0,Taller,Heavier,Taller & Heavier,307
931,Rick Lysander,Right Handed,74,190,0,0,Taller,Heavier,Taller & Heavier,307
932,Phil Bradley,Right Handed,72,185,0.286,78,Shorter,Heavier,Shorter & Heavier,101
933,Winston Llenas,Right Handed,70,165,0.23,3,Shorter,Thinner,Shorter & Thinner,229
934,Charlie Moore,Right Handed,71,180,0.261,36,Shorter,Thinner,Shorter & Thinner,229
935,Ralph Garr,Left Handed,71,185,0.306,75,Shorter,Heavier,Shorter & Heavier,47
936,Tommy John,Right Handed,75,180,0.157,5,Taller,Thinner,Taller & Thinner,100
937,Bruce Benedict,Right Handed,73,175,0.242,18,Taller,Thinner,Taller & Thinner,100
938,John Ellis,Right Handed,74,225,0.262,69,Taller,Heavier,Taller & Heavier,307
939,Wes Parker,Both L & R,73,180,0.267,64,Taller,Thinner,Taller & Thinner,13
940,Mel Stottlemyre,Right Handed,72,190,0,0,Shorter,Heavier,Shorter & Heavier,101
941,David Green,Right Handed,75,170,0.268,31,Taller,Thinner,Taller & Thinner,100
942,Reid Nichols,Right Handed,71,165,0.266,22,Shorter,Thinner,Shorter & Thinner,229
943,Rick Reichardt,Right Handed,75,210,0.261,116,Taller,Heavier,Taller & Heavier,307
944,Luis Tiant,Right Handed,72,180,0.164,5,Shorter,Thinner,Shorter & Thinner,229
945,Alex Sanchez,Right Handed,74,185,0,0,Taller,Heavier,Taller & Heavier,307
946,Broderick Perkins,Left Handed,70,180,0.271,8,Shorter,Thinner,Shorter & Thinner,107
947,Leon Roberts,Right Handed,75,200,0.267,78,Taller,Heavier,Taller & Heavier,307
948,Ray Burris,Right Handed,77,200,0.151,1,Taller,Heavier,Taller & Heavier,307
949,Len Gabrielson,Left Handed,76,210,0.253,37,Taller,Heavier,Taller & Heavier,119
950,Johnny Edwards,Left Handed,76,220,0.242,81,Taller,Heavier,Taller & Heavier,119
951,Paul Wilmet,Right Handed,71,170,0,0,Shorter,Thinner,Shorter & Thinner,229
952,Tom Grieve,Right Handed,74,190,0.249,65,Taller,Heavier,Taller & Heavier,307
953,Bruce Ellingsen,Left Handed,72,180,0,0,Shorter,Thinner,Shorter & Thinner,107
954,Bob Forsch,Right Handed,76,200,0.213,12,Taller,Heavier,Taller & Heavier,307
955,Gorman Heimueller,Left Handed,76,195,0,0,Taller,Heavier,Taller & Heavier,119
956,Danny Cater,Right Handed,72,170,0.276,66,Shorter,Thinner,Shorter & Thinner,229
957,Bill Schroeder,Right Handed,74,200,0.24,61,Taller,Heavier,Taller & Heavier,307
958,Clay Dalrymple,Left Handed,72,190,0.233,55,Shorter,Heavier,Shorter & Heavier,47
959,Carlos May,Left Handed,71,200,0.274,90,Shorter,Heavier,Shorter & Heavier,47
960,Reggie Smith,Both L & R,72,180,0.287,314,Shorter,Thinner,Shorter & Thinner,54
961,Ron Reed,Right Handed,78,215,0.158,0,Taller,Heavier,Taller & Heavier,307
962,Fred Howard,Right Handed,75,190,0,0,Taller,Heavier,Taller & Heavier,307
963,Davey Johnson,Right Handed,73,170,0.261,136,Taller,Thinner,Taller & Thinner,100
964,Ellis Valentine,Right Handed,76,205,0.278,123,Taller,Heavier,Taller & Heavier,307
965,Roy White,Both L & R,70,160,0.271,160,Shorter,Thinner,Shorter & Thinner,54
966,Mike Brumley,Left Handed,70,195,0.229,5,Shorter,Heavier,Shorter & Heavier,47
967,Al Luplow,Left Handed,70,175,0.235,33,Shorter,Thinner,Shorter & Thinner,107
968,John Hoover,Right Handed,74,190,0,0,Taller,Heavier,Taller & Heavier,307
969,Dick Allen,Right Handed,71,187,0.292,351,Shorter,Heavier,Shorter & Heavier,101
970,Doug Ault,Right Handed,75,200,0.236,17,Taller,Heavier,Taller & Heavier,307
971,Mark Wagner,Right Handed,72,165,0.243,3,Shorter,Thinner,Shorter & Thinner,229
972,Mike Walters,Right Handed,77,203,0,0,Taller,Heavier,Taller & Heavier,307
973,Willie Stargell,Left Handed,74,188,0.282,475,Taller,Heavier,Taller & Heavier,119
974,Steve Carlton,Left Handed,76,210,0.201,13,Taller,Heavier,Taller & Heavier,119
975,Jake Wood,Right Handed,73,163,0.25,35,Taller,Thinner,Taller & Thinner,100
976,Del Unser,Left Handed,73,180,0.258,87,Taller,Thinner,Taller & Thinner,43
977,Bob Brower,Right Handed,71,185,0.242,17,Shorter,Heavier,Shorter & Heavier,101
978,Ray Culp,Right Handed,72,200,0.123,1,Shorter,Heavier,Shorter & Heavier,101
979,Ivan Murrell,Right Handed,74,195,0.236,33,Taller,Heavier,Taller & Heavier,307
980,Lee Mazzilli,Both L & R,73,180,0.259,93,Taller,Thinner,Taller & Thinner,13
981,Garth Iorg,Right Handed,71,170,0.258,20,Shorter,Thinner,Shorter & Thinner,229
982,Alan Ashby,Both L & R,74,185,0.245,90,Taller,Heavier,Taller & Heavier,27
983,Bob Brenly,Right Handed,74,210,0.247,91,Taller,Heavier,Taller & Heavier,307
984,Ron Blomberg,Left Handed,73,195,0.293,52,Taller,Heavier,Taller & Heavier,119
985,Jim Rooker,Right Handed,72,195,0.201,7,Shorter,Heavier,Shorter & Heavier,101
986,Tim Blackwell,Both L & R,71,170,0.228,6,Shorter,Thinner,Shorter & Thinner,54
987,Colby Ward,Right Handed,74,185,0,0,Taller,Heavier,Taller & Heavier,307
988,Jerry Morales,Right Handed,70,155,0.259,95,Shorter,Thinner,Shorter & Thinner,229
989,Davey Lopes,Right Handed,69,170,0.263,155,Shorter,Thinner,Shorter & Thinner,229
990,Catfish Hunter,Right Handed,72,190,0.226,6,Shorter,Heavier,Shorter & Heavier,101
991,Mario Soto,Right Handed,72,174,0.132,1,Shorter,Thinner,Shorter & Thinner,229
